Date, Open, High, Low, Close, Volume
08/09/18, 207.14, 207.97, 204.49, 204.78, 1812628
08/08/18, 208.49, 209.04, 206.77, 207.14, 1052133
08/07/18, 208.01, 209.61, 207.37, 208.57, 1314601
08/06/18, 207.45, 207.46, 205.235, 206.70, 1064190
08/03/18, 205.92, 207.581, 205.20, 207.29, 1300321
08/02/18, 205.95, 205.99, 203.85, 205.53, 1699670
08/01/18, 210.98, 211.06, 206.87, 207.05, 2066910
07/31/18, 207.23, 212.78, 206.50, 212.32, 3573142
07/30/18, 208.25, 209.25, 204.76, 205.12, 2040941
07/27/18, 208.68, 210.60, 206.85, 207.42, 2247991
07/26/18, 204.89, 208.44, 204.65, 207.96, 2848251
07/25/18, 200.63, 204.49, 200.52, 204.38, 3345514
07/24/18, 192.94, 202.19, 190.57, 200.68, 8186488
07/23/18, 201.54, 201.54, 197.68, 198.84, 3269127
07/20/18, 199.33, 202.945, 198.25, 201.95, 2335897
07/19/18, 201.76, 202.29, 199.51, 201.60, 2616350
07/18/18, 202.22, 203.17, 201.35, 202.20, 1945041
07/17/18, 200.99, 203.07, 200.13, 202.07, 1920564
07/16/18, 201.55, 201.579, 200.08, 201.11, 1468091
07/13/18, 200.27, 201.79, 200.00, 201.18, 1626079
07/12/18, 199.17, 200.00, 197.401, 199.32, 1733568
07/11/18, 199.82, 199.82, 197.49, 197.68, 1853121
07/10/18, 201.00, 202.58, 200.39, 201.48, 1688695
07/09/18, 198.14, 200.84, 198.07, 200.53, 1967088
07/06/18, 197.09, 198.06, 196.39, 197.46, 1624490
07/05/18, 197.07, 197.48, 195.03, 197.34, 2019274
07/03/18, 196.49, 198.95, 195.50, 195.83, 1228949
07/02/18, 195.46, 195.89, 193.51, 195.52, 1815547
06/29/18, 196.47, 199.42, 196.46, 196.72, 2671550
06/28/18, 195.50, 196.845, 194.21, 195.97, 1978686
06/27/18, 196.57, 199.90, 194.76, 194.92, 2889734
06/26/18, 196.84, 197.95, 195.981, 196.58, 2140213
06/25/18, 195.98, 196.33, 193.64, 195.80, 2922503
06/22/18, 197.39, 197.44, 195.18, 196.50, 2838172
06/21/18, 197.84, 197.84, 194.59, 195.52, 2420380
06/20/18, 199.34, 200.00, 197.26, 198.08, 2348279
06/19/18, 201.26, 201.83, 198.33, 199.39, 3206804
